id,yelp_review,time,bad_service,bad_food,location
21,$$,2014-12,0.3333333333333333,0.3333333333333333,austin
21,$$,2015-01,0.25,0.25,austin
21,$$,2015-02,0.3333333333333333,0,austin
21,$$,2015-03,0.3333333333333333,0.2222222222222222,austin
21,$$,2015-04,0.2,0,austin
21,$$,2015-05,0.2,0,austin
21,$$,2015-06,0.3333333333333333,0.16666666666666666,austin
21,$$,2015-07,0.09090909090909091,0.18181818181818182,austin
21,$$,2015-08,0.07692307692307693,0.23076923076923078,austin
21,$$,2015-09,0.3333333333333333,0.3333333333333333,austin
21,$$,2015-10,0,0,austin
21,$$,2015-11,0,0,austin
21,$$,2015-12,0.09090909090909091,0.09090909090909091,austin
21,$$,2016-01,0.16666666666666666,0.3333333333333333,austin
21,$$,2016-02,0.125,0,austin
21,$$,2016-03,0,0.6666666666666666,austin
21,$$,2016-04,0,0,austin
21,$$,2016-05,0.14285714285714285,0.42857142857142855,austin
21,$$,2016-06,0.375,0.25,austin
21,$$,2016-07,0.4,0.2,austin
21,$$,2016-09,0,0,austin
21,$$,2016-10,0,0.2,austin
21,$$,2016-11,0,0,austin
21,$$,2016-12,0.25,0.125,austin
21,$$,2017-01,0,0.5,austin
21,$$,2017-02,0,0.25,austin
21,$$,2017-03,0.25,0.25,austin
21,$$,2017-04,0.5,0.25,austin
21,$$,2017-05,0.25,0.25,austin
21,$$,2017-06,0,0.25,austin
21,$$,2017-07,0.16666666666666666,0,austin
21,$$,2017-08,0.25,0.25,austin
21,$$,2017-10,0,0.16666666666666666,austin
21,$$,2017-11,0.2727272727272727,0.45454545454545453,austin
21,$$,2017-12,0,0.5,austin
21,$$,2018-01,0.5,0,austin
21,$$,2018-02,0.2,0.2,austin
21,$$,2018-03,0,0.25,austin
21,$$,2018-04,0,1,austin
21,$$,2018-05,0,0,austin
21,$$,2018-06,0.25,0,austin
21,$$,2018-07,0,0,austin
21,$$,2018-08,0,0,austin
21,$$,2018-09,0,1,austin
21,$$,2018-10,0,0.25,austin
21,$$,2018-11,0,0,austin
21,$$,2018-12,1,0,austin
21,$$,2019-01,0,0,austin
21,$$,2019-02,0,0,austin
21,$$,2019-03,0,0,austin
21,$$,2019-04,0,0.3333333333333333,austin
21,$$,2019-05,0.5714285714285714,0.2857142857142857,austin
22,$$$,2014-05,0.16666666666666666,0.5,austin
22,$$$,2014-06,0,0.3333333333333333,austin
22,$$$,2014-07,0.3333333333333333,0,austin
22,$$$,2014-08,0.14285714285714285,0,austin
22,$$$,2014-09,0,0,austin
22,$$$,2014-10,0.3333333333333333,0,austin
22,$$$,2014-11,1,1,austin
22,$$$,2014-12,0,0,austin
22,$$$,2015-01,0.16666666666666666,0.16666666666666666,austin
22,$$$,2015-02,0.2,0.2,austin
22,$$$,2015-03,0.2857142857142857,0,austin
22,$$$,2015-04,0,0.16666666666666666,austin
22,$$$,2015-05,0,0.25,austin
22,$$$,2015-06,0,0.2,austin
22,$$$,2015-07,0.25,0.25,austin
22,$$$,2015-08,0.25,0,austin
22,$$$,2015-09,0,0.2,austin
22,$$$,2015-10,0,0.4,austin
22,$$$,2015-11,0,0,austin
22,$$$,2016-01,0,0,austin
22,$$$,2016-02,0,0,austin
22,$$$,2016-03,0,0,austin
22,$$$,2016-04,0.16666666666666666,0,austin
22,$$$,2016-05,0.125,0.25,austin
22,$$$,2016-06,0,0,austin
22,$$$,2016-07,0.25,0,austin
22,$$$,2016-08,0.5,0,austin
22,$$$,2016-09,0.3333333333333333,0,austin
22,$$$,2016-10,0.2,0,austin
22,$$$,2016-11,0.3333333333333333,0,austin
22,$$$,2016-12,0.4,0,austin
22,$$$,2017-01,0,0.25,austin
22,$$$,2017-02,0,0.16666666666666666,austin
22,$$$,2017-03,0.16666666666666666,0.5,austin
22,$$$,2017-04,0.14285714285714285,0.2857142857142857,austin
22,$$$,2017-05,0.16666666666666666,0.16666666666666666,austin
22,$$$,2017-06,0,0.3333333333333333,austin
22,$$$,2017-07,0,0,austin
22,$$$,2017-08,0.25,0.25,austin
22,$$$,2017-09,0,0.4,austin
22,$$$,2017-10,0,0,austin
22,$$$,2017-11,0,0.5,austin
22,$$$,2017-12,0.4,0.4,austin
22,$$$,2018-01,0.25,0.25,austin
22,$$$,2018-02,0.2,0,austin
22,$$$,2018-03,0,0,austin
22,$$$,2018-04,0.25,0.25,austin
22,$$$,2018-05,0,0,austin
22,$$$,2018-06,0,0.125,austin
22,$$$,2018-07,0,0.42857142857142855,austin
22,$$$,2018-08,0.2,0.2,austin
22,$$$,2018-09,0,0.5,austin
22,$$$,2018-10,0.5,0.5,austin
22,$$$,2018-11,0,0,austin
22,$$$,2018-12,0.25,0.25,austin
22,$$$,2019-01,0,0,austin
22,$$$,2019-02,0,0,austin
22,$$$,2019-03,0,0,austin
22,$$$,2019-04,0,0,austin
22,$$$,2019-05,0,0.5,austin
25,$$,2015-06,0.08333333333333333,0,austin
25,$$,2015-07,0.08695652173913043,0.08695652173913043,austin
25,$$,2015-08,0.10344827586206896,0.06896551724137931,austin
25,$$,2015-09,0,0.058823529411764705,austin
25,$$,2015-10,0.08,0.12,austin
25,$$,2015-11,0.16666666666666666,0.16666666666666666,austin
25,$$,2015-12,0,0.06666666666666667,austin
25,$$,2016-01,0.2,0.2,austin
25,$$,2016-02,0.14285714285714285,0.14285714285714285,austin
25,$$,2016-03,0.15,0.05,austin
25,$$,2016-04,0.05,0.1,austin
25,$$,2016-05,0.09090909090909091,0.09090909090909091,austin
25,$$,2016-06,0.08333333333333333,0.08333333333333333,austin
25,$$,2016-07,0,0.2222222222222222,austin
25,$$,2016-08,0,0.06666666666666667,austin
25,$$,2016-09,0,0,austin
25,$$,2016-10,0,0,austin
25,$$,2016-11,0,0.125,austin
25,$$,2016-12,0.1111111111111111,0.2222222222222222,austin
25,$$,2017-01,0,0,austin
25,$$,2017-02,0,0.09090909090909091,austin
25,$$,2017-03,0.21428571428571427,0.21428571428571427,austin
25,$$,2017-04,0,0.1,austin
25,$$,2017-05,0.17647058823529413,0.11764705882352941,austin
25,$$,2017-06,0,0.09090909090909091,austin
25,$$,2017-07,0.23529411764705882,0.35294117647058826,austin
25,$$,2017-08,0.21428571428571427,0.07142857142857142,austin
25,$$,2017-09,0,0.11764705882352941,austin
25,$$,2017-10,0.14285714285714285,0.2857142857142857,austin
25,$$,2017-11,0,0,austin
25,$$,2017-12,0.25,0.25,austin
25,$$,2018-01,0.375,0.375,austin
25,$$,2018-02,0.3076923076923077,0.07692307692307693,austin
25,$$,2018-03,0.05555555555555555,0.05555555555555555,austin
25,$$,2018-04,0.25,0.16666666666666666,austin
25,$$,2018-05,0.16666666666666666,0.05555555555555555,austin
25,$$,2018-06,0.26666666666666666,0.13333333333333333,austin
25,$$,2018-07,0.06666666666666667,0,austin
25,$$,2018-08,0.2,0.1,austin
25,$$,2018-09,0.0625,0.1875,austin
25,$$,2018-10,0.125,0.125,austin
25,$$,2018-11,0.16666666666666666,0,austin
25,$$,2018-12,0.125,0.25,austin
25,$$,2019-01,0.1111111111111111,0,austin
25,$$,2019-02,0.3333333333333333,0.16666666666666666,austin
25,$$,2019-03,0.2222222222222222,0.1111111111111111,austin
25,$$,2019-04,0,0.16666666666666666,austin
25,$$,2019-05,0.125,0,austin
36,$$,2016-05,0,0,austin
36,$$,2016-06,0,0.6666666666666666,austin
36,$$,2016-08,0,0,austin
36,$$,2016-09,0.5,0.5,austin
36,$$,2016-11,0,0,austin
36,$$,2016-12,0,0.3333333333333333,austin
36,$$,2017-01,1,0,austin
36,$$,2017-02,0,0,austin
36,$$,2017-03,0,0,austin
36,$$,2017-04,0,0.5,austin
36,$$,2017-05,0.5,0,austin
36,$$,2017-06,0,0,austin
36,$$,2017-07,0,0,austin
36,$$,2017-08,0,0,austin
36,$$,2017-09,0.3333333333333333,0,austin
36,$$,2017-10,0,0.3333333333333333,austin
36,$$,2017-11,1,1,austin
36,$$,2017-12,0,0.4,austin
36,$$,2018-01,0,0,austin
36,$$,2018-02,0,0.5,austin
36,$$,2018-03,0.25,0.125,austin
36,$$,2018-04,0.3333333333333333,0.6666666666666666,austin
36,$$,2018-05,0,0,austin
36,$$,2018-06,0,1,austin
36,$$,2018-07,1,0,austin
36,$$,2018-08,0,0,austin
36,$$,2018-09,0,0,austin
36,$$,2018-10,0,1,austin
36,$$,2018-11,0,0,austin
36,$$,2018-12,0,0.4,austin
36,$$,2019-01,0,0,austin
36,$$,2019-02,0,0,austin
36,$$,2019-03,0,0.2,austin
36,$$,2019-04,0.3333333333333333,0.3333333333333333,austin
36,$$,2019-05,0,0.5,austin
37,$,2017-05,0,0,austin
37,$,2017-06,0,0.25,austin
37,$,2017-07,0,0,austin
37,$,2017-08,0,0.5,austin
37,$,2017-09,0,0,austin
37,$,2017-10,0,0,austin
37,$,2017-11,0,0.16666666666666666,austin
37,$,2017-12,0,0,austin
37,$,2018-01,0,0.6666666666666666,austin
37,$,2018-02,0,0,austin
37,$,2018-03,0,0.16666666666666666,austin
37,$,2018-04,0.2857142857142857,0.14285714285714285,austin
37,$,2018-05,0,0,austin
37,$,2018-06,0,0.5,austin
37,$,2018-07,0,0,austin
37,$,2018-08,0,0,austin
37,$,2018-10,0,0,austin
37,$,2018-11,0,0,austin
37,$,2018-12,0,0,austin
37,$,2019-01,0,1,austin
37,$,2019-02,0,0,austin
37,$,2019-03,0,0,austin
37,$,2019-04,0.16666666666666666,0,austin
37,$,2019-05,0,0.5,austin
38,$,2014-05,0,0,austin
38,$,2014-07,0,0,austin
38,$,2014-08,0.3333333333333333,0.3333333333333333,austin
38,$,2014-09,0,0,austin
38,$,2014-10,0,0.25,austin
38,$,2014-11,0,0,austin
38,$,2014-12,0,0.5,austin
38,$,2015-01,0.125,0.125,austin
38,$,2015-02,0,0.125,austin
38,$,2015-03,0.2,0.2,austin
38,$,2015-04,0,0,austin
38,$,2015-05,0.2,0.4,austin
38,$,2015-06,0.16666666666666666,0,austin
38,$,2015-07,0,0.4,austin
38,$,2015-08,0,0.125,austin
38,$,2015-09,0.16666666666666666,0.16666666666666666,austin
38,$,2015-10,0.2857142857142857,0.14285714285714285,austin
38,$,2015-11,0,0,austin
38,$,2015-12,0,0.16666666666666666,austin
38,$,2016-01,0.07142857142857142,0.2857142857142857,austin
38,$,2016-02,0.1111111111111111,0.2222222222222222,austin
38,$,2016-03,0,0.2,austin
38,$,2016-04,0.09090909090909091,0.2727272727272727,austin
38,$,2016-05,0.2222222222222222,0.3333333333333333,austin
38,$,2016-06,0.2,0,austin
38,$,2016-07,0,0.2,austin
38,$,2016-08,0.1,0.2,austin
38,$,2016-09,0.2222222222222222,0.1111111111111111,austin
38,$,2016-10,0,0,austin
38,$,2016-11,0,0,austin
38,$,2016-12,0.14285714285714285,0.2857142857142857,austin
38,$,2017-01,0.1111111111111111,0.2222222222222222,austin
38,$,2017-02,0,0,austin
38,$,2017-03,0.16666666666666666,0.08333333333333333,austin
38,$,2017-04,0,0.14285714285714285,austin
38,$,2017-05,0.05263157894736842,0.15789473684210525,austin
38,$,2017-06,0,0.25,austin
38,$,2017-07,0.1,0,austin
38,$,2017-08,0,0,austin
38,$,2017-09,0.1,0.3,austin
38,$,2017-10,0,0.125,austin
38,$,2017-11,0,0,austin
38,$,2017-12,0,0.3333333333333333,austin
38,$,2018-01,0.07142857142857142,0.21428571428571427,austin
38,$,2018-02,0,0,austin
38,$,2018-03,0,0.047619047619047616,austin
38,$,2018-04,0.1,0.3,austin
38,$,2018-05,0,0.1,austin
38,$,2018-06,0.06666666666666667,0.06666666666666667,austin
38,$,2018-07,0.16666666666666666,0.4166666666666667,austin
38,$,2018-08,0.07142857142857142,0.07142857142857142,austin
38,$,2018-09,0.16666666666666666,0.25,austin
38,$,2018-10,0,0.2222222222222222,austin
38,$,2018-11,0.3333333333333333,0.3333333333333333,austin
38,$,2018-12,0,0,austin
38,$,2019-01,0.14285714285714285,0.2857142857142857,austin
38,$,2019-02,0,0.14285714285714285,austin
38,$,2019-03,0,0.3076923076923077,austin
38,$,2019-04,0.1111111111111111,0,austin
38,$,2019-05,0.1,0,austin
40,$$,2014-05,0.25,0.25,austin
40,$$,2014-06,0.25,0.125,austin
40,$$,2014-07,0.1,0,austin
40,$$,2014-08,0.1111111111111111,0.1111111111111111,austin
40,$$,2014-09,0,0.14285714285714285,austin
40,$$,2014-10,0,0,austin
40,$$,2014-11,0,0,austin
40,$$,2014-12,0.09090909090909091,0.09090909090909091,austin
40,$$,2015-01,0,0.2,austin
40,$$,2015-02,0,0,austin
40,$$,2015-03,0.0625,0.0625,austin
40,$$,2015-04,0,0,austin
40,$$,2015-05,0.18181818181818182,0.09090909090909091,austin
40,$$,2015-06,0,0.14285714285714285,austin
40,$$,2015-07,0.09090909090909091,0.18181818181818182,austin
40,$$,2015-08,0.3076923076923077,0,austin
40,$$,2015-09,0,0.1,austin
40,$$,2015-10,0,0.2857142857142857,austin
40,$$,2015-11,0.16666666666666666,0,austin
40,$$,2015-12,0,0.3333333333333333,austin
40,$$,2016-01,0,0,austin
40,$$,2016-02,0.25,0.25,austin
40,$$,2016-03,0,0,austin
40,$$,2016-04,0,0,austin
40,$$,2016-05,0,0.2,austin
40,$$,2016-06,0,0,austin
40,$$,2016-07,0.18181818181818182,0.2727272727272727,austin
40,$$,2016-08,0.1,0.2,austin
40,$$,2016-09,0,0.2,austin
40,$$,2016-10,0,0,austin
40,$$,2016-11,0,0,austin
40,$$,2016-12,0,0,austin
40,$$,2017-01,0,0,austin
40,$$,2017-02,0,0.3333333333333333,austin
40,$$,2017-03,0.2857142857142857,0,austin
40,$$,2017-04,0,0.16666666666666666,austin
40,$$,2017-05,0.07692307692307693,0.07692307692307693,austin
40,$$,2017-06,0,0.5,austin
40,$$,2017-07,0,0.5,austin
40,$$,2017-08,0,0.2,austin
40,$$,2017-09,0,0,austin
40,$$,2017-10,0,0,austin
40,$$,2017-11,0,0.14285714285714285,austin
40,$$,2017-12,0.6666666666666666,0,austin
40,$$,2018-01,0.5,0.25,austin
40,$$,2018-02,0,0.3333333333333333,austin
40,$$,2018-03,0,0.14285714285714285,austin
40,$$,2018-04,0,0.25,austin
40,$$,2018-05,0,0,austin
40,$$,2018-06,0.2857142857142857,0.2857142857142857,austin
40,$$,2018-07,0.16666666666666666,0.16666666666666666,austin
40,$$,2018-08,0,0,austin
40,$$,2018-09,0,0,austin
40,$$,2018-10,0.2,0.2,austin
40,$$,2018-11,0,0,austin
40,$$,2018-12,0.5,0.5,austin
40,$$,2019-01,0,0.16666666666666666,austin
40,$$,2019-02,0,0,austin
40,$$,2019-03,0,0,austin
40,$$,2019-04,0,0,austin
40,$$,2019-05,0.5,0.5,austin
41,$$,2014-05,0,0,austin
41,$$,2014-06,0,0,austin
41,$$,2014-07,0,0,austin
41,$$,2014-08,0,0,austin
41,$$,2014-09,0,0.5,austin
41,$$,2014-10,0.2,0.4,austin
41,$$,2014-11,0,0,austin
41,$$,2014-12,0.25,0,austin
41,$$,2015-01,0,0,austin
41,$$,2015-02,0.16666666666666666,0,austin
41,$$,2015-03,0,0.14285714285714285,austin
41,$$,2015-04,0.16666666666666666,0.16666666666666666,austin
41,$$,2015-05,0,0,austin
41,$$,2015-06,0,0,austin
41,$$,2015-07,0.3333333333333333,0.1111111111111111,austin
41,$$,2015-08,0.5,0.25,austin
41,$$,2015-09,0.46153846153846156,0,austin
41,$$,2015-10,0.18181818181818182,0.09090909090909091,austin
41,$$,2015-11,0,0.3333333333333333,austin
41,$$,2015-12,0,0,austin
41,$$,2016-01,0.15384615384615385,0.07692307692307693,austin
41,$$,2016-02,0.2222222222222222,0.1111111111111111,austin
41,$$,2016-03,0.3,0.2,austin
41,$$,2016-04,0.21428571428571427,0,austin
41,$$,2016-05,0.07142857142857142,0,austin
41,$$,2016-06,0.15384615384615385,0.3076923076923077,austin
41,$$,2016-07,0,0,austin
41,$$,2016-08,0.1111111111111111,0.2222222222222222,austin
41,$$,2016-09,0.2857142857142857,0,austin
41,$$,2016-10,0,0,austin
41,$$,2016-11,0,0,austin
41,$$,2016-12,0,0.125,austin
41,$$,2017-01,0.125,0,austin
41,$$,2017-02,0,0.16666666666666666,austin
41,$$,2017-03,0,0,austin
41,$$,2017-04,0.5,0.25,austin
41,$$,2017-05,0.3333333333333333,0.1111111111111111,austin
41,$$,2017-06,0,0,austin
41,$$,2017-07,0.3076923076923077,0.15384615384615385,austin
41,$$,2017-08,0,0,austin
41,$$,2017-09,0.16666666666666666,0.16666666666666666,austin
41,$$,2017-10,0.2,0.1,austin
41,$$,2017-11,0.14285714285714285,0,austin
41,$$,2017-12,0.16666666666666666,0,austin
41,$$,2018-01,0.16666666666666666,0,austin
41,$$,2018-02,0.125,0,austin
41,$$,2018-03,0,0.25,austin
41,$$,2018-04,0,0,austin
41,$$,2018-05,0.14285714285714285,0,austin
41,$$,2018-06,0,0.14285714285714285,austin
41,$$,2018-07,0.08333333333333333,0,austin
41,$$,2018-08,0.2,0.1,austin
41,$$,2018-09,0,0,austin
41,$$,2018-10,0,0,austin
41,$$,2018-11,0.1111111111111111,0,austin
41,$$,2018-12,0.25,0,austin
41,$$,2019-01,0,0,austin
41,$$,2019-02,0.08333333333333333,0,austin
41,$$,2019-03,0.1111111111111111,0,austin
41,$$,2019-04,0.09090909090909091,0,austin
41,$$,2019-05,0.25,0.125,austin
43,$$,2014-05,0.2,0,austin
43,$$,2014-06,0,0.2,austin
43,$$,2014-07,0,0.3333333333333333,austin
43,$$,2014-08,0.14285714285714285,0.2857142857142857,austin
43,$$,2014-09,0.4,0.2,austin
43,$$,2014-10,0.5,0,austin
43,$$,2014-11,0.1111111111111111,0.3333333333333333,austin
43,$$,2014-12,0,0.4,austin
43,$$,2015-01,0.2222222222222222,0.2222222222222222,austin
43,$$,2015-02,0.5,0,austin
43,$$,2015-03,0.6,0.2,austin
43,$$,2015-04,0.5,0,austin
43,$$,2015-05,0.25,0.25,austin
43,$$,2015-06,0.25,0.5,austin
43,$$,2015-07,0.047619047619047616,0.09523809523809523,austin
43,$$,2015-08,0.25,0.25,austin
43,$$,2015-09,0.3333333333333333,0.1111111111111111,austin
43,$$,2015-10,0,0,austin
43,$$,2015-11,0.14285714285714285,0,austin
43,$$,2015-12,0.25,0.3333333333333333,austin
43,$$,2016-01,0.125,0,austin
43,$$,2016-02,0.2,0.06666666666666667,austin
43,$$,2016-03,0,0,austin
43,$$,2016-04,0,0,austin
43,$$,2016-05,0.16666666666666666,0,austin
43,$$,2016-06,0.16666666666666666,0,austin
43,$$,2016-07,0.3333333333333333,0.3333333333333333,austin
43,$$,2016-08,0,0,austin
43,$$,2016-09,0,0.25,austin
43,$$,2016-10,0.2,0,austin
43,$$,2016-11,0,0,austin
43,$$,2016-12,0,0.25,austin
43,$$,2017-01,0.42857142857142855,0,austin
43,$$,2017-02,0.16666666666666666,0.3333333333333333,austin
43,$$,2017-03,0,0,austin
43,$$,2017-04,0,0,austin
43,$$,2017-05,0.2857142857142857,0.2857142857142857,austin
43,$$,2017-06,0,0.16666666666666666,austin
43,$$,2017-07,0,0,austin
43,$$,2017-08,0,0.2,austin
43,$$,2017-09,1,0,austin
43,$$,2017-10,0,0.5,austin
43,$$,2017-11,0,0,austin
43,$$,2017-12,0,0.16666666666666666,austin
43,$$,2018-01,0,0.3333333333333333,austin
43,$$,2018-02,0,0,austin
43,$$,2018-03,0,0.4,austin
43,$$,2018-04,0,0,austin
43,$$,2018-05,0,0,austin
43,$$,2018-06,0,0.3333333333333333,austin
43,$$,2018-07,0.1,0.1,austin
43,$$,2018-08,0,0,austin
43,$$,2018-09,0,0.4,austin
43,$$,2018-10,0,0.25,austin
43,$$,2018-11,0,0.16666666666666666,austin
43,$$,2018-12,0,0.16666666666666666,austin
43,$$,2019-01,0,0,austin
43,$$,2019-02,0.3333333333333333,0,austin
43,$$,2019-03,0.3333333333333333,0,austin
43,$$,2019-04,0.3333333333333333,0,austin
43,$$,2019-05,0,0,austin
46,$$,2014-05,0.08333333333333333,0.16666666666666666,austin
46,$$,2014-06,0.14285714285714285,0,austin
46,$$,2014-07,0.3333333333333333,0,austin
46,$$,2014-08,0.16666666666666666,0.3333333333333333,austin
46,$$,2014-09,0,0,austin
46,$$,2014-10,0,0,austin
46,$$,2014-11,0,0,austin
46,$$,2014-12,0,0,austin
46,$$,2015-01,0.3333333333333333,0,austin
46,$$,2015-02,0,0,austin
46,$$,2015-03,0,0,austin
46,$$,2015-04,0.3333333333333333,0,austin
46,$$,2015-05,0.08333333333333333,0.08333333333333333,austin
46,$$,2015-06,0,0,austin
46,$$,2015-07,0.1,0.1,austin
46,$$,2015-08,0.1111111111111111,0.1111111111111111,austin
46,$$,2015-09,0.1111111111111111,0,austin
46,$$,2015-10,0.09090909090909091,0,austin
46,$$,2015-11,0,0,austin
46,$$,2015-12,0.2,0.1,austin
46,$$,2016-01,0.07692307692307693,0,austin
46,$$,2016-02,0,0,austin
46,$$,2016-03,0.18181818181818182,0,austin
46,$$,2016-04,0.07142857142857142,0.14285714285714285,austin
46,$$,2016-05,0,0,austin
46,$$,2016-06,0.2222222222222222,0.1111111111111111,austin
46,$$,2016-07,0,0,austin
46,$$,2016-08,0,0.2,austin
46,$$,2016-09,0.1111111111111111,0.1111111111111111,austin
46,$$,2016-10,0,0.16666666666666666,austin
46,$$,2016-11,0,0,austin
46,$$,2016-12,0,0,austin
46,$$,2017-01,0,0.14285714285714285,austin
46,$$,2017-02,0.14285714285714285,0.2857142857142857,austin
46,$$,2017-03,0,0,austin
46,$$,2017-04,0,0,austin
46,$$,2017-05,0.25,0,austin
46,$$,2017-06,0.2857142857142857,0.2857142857142857,austin
46,$$,2017-07,0,0.1111111111111111,austin
46,$$,2017-08,0,0.125,austin
46,$$,2017-09,0,0.3333333333333333,austin
46,$$,2017-10,0.4,0.2,austin
46,$$,2017-11,0,0,austin
46,$$,2017-12,0,0,austin
46,$$,2018-01,0.125,0.375,austin
46,$$,2018-02,0,0,austin
46,$$,2018-03,0,0.08333333333333333,austin
46,$$,2018-04,0.125,0.125,austin
46,$$,2018-05,0,0.1111111111111111,austin
46,$$,2018-06,0.125,0,austin
46,$$,2018-07,0.25,0.25,austin
46,$$,2018-08,0.6666666666666666,0,austin
46,$$,2018-09,0.3333333333333333,0.16666666666666666,austin
46,$$,2018-10,0.125,0,austin
